imdbID,Title,Released,Awards,Director,Actors,Country,Language,Rated,Runtime,Year,Metascore,imdbRating,imdbVotes,tomatoConsensus,tomatoFresh,tomatoMeter,tomatoRating,tomatoReviews,tomatoRotten,tomatoUserMeter,tomatoUserRating,tomatoUserReviews,Nominated Oscars,Won Oscars,Othter wins,Othter nominations,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western
tt0019735,Bulldog Drummond,1929-05-02 00:00:00,Nominated for 2 Oscars. Another 1 win.,F. Richard Jones,Montagu Love,USA,English,N/A,90.0,1929,N/A,6.8,419,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,0,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
tt0019735,Bulldog Drummond,1929-05-02 00:00:00,Nominated for 2 Oscars. Another 1 win.,F. Richard Jones,Ronald Colman,USA,English,N/A,90.0,1929,N/A,6.8,419,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,0,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
tt0019788,Coquette,1929-04-06 00:00:00,N/A,Sam Taylor,Mary Pickford,USA,English,UNRATED,76.0,1929,N/A,7.3,"1,595",N/A,N/A,N/A,N/A,N/A,N/A,22,2.7,289,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
tt0019788,Coquette,1929-04-06 00:00:00,N/A,Sam Taylor,John St. Polis,USA,English,UNRATED,76.0,1929,N/A,7.3,"1,595",N/A,N/A,N/A,N/A,N/A,N/A,22,2.7,289,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
tt0019788,Coquette,1929-04-06 00:00:00,N/A,Sam Taylor,Matt Moore,USA,English,UNRATED,76.0,1929,N/A,7.3,"1,595",N/A,N/A,N/A,N/A,N/A,N/A,22,2.7,289,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
tt0019788,Coquette,1929-04-06 00:00:00,N/A,Sam Taylor,Johnny Mack Brown,USA,English,UNRATED,76.0,1929,N/A,7.3,"1,595",N/A,N/A,N/A,N/A,N/A,N/A,22,2.7,289,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
tt0019823,Disraeli,1929-11-01 00:00:00,Won 1 Oscar. Another 2 wins & 2 nominations.,Alfred E. Green,Joan Bennett,USA,English,PASSED,90.0,1929,N/A,6.4,713,N/A,N/A,N/A,N/A,N/A,N/A,0,2.5,51,0,1,2,2,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
tt0019823,Disraeli,1929-11-01 00:00:00,Won 1 Oscar. Another 2 wins & 2 nominations.,Alfred E. Green,David Torrence,USA,English,PASSED,90.0,1929,N/A,6.4,713,N/A,N/A,N/A,N/A,N/A,N/A,0,2.5,51,0,1,2,2,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
tt0019823,Disraeli,1929-11-01 00:00:00,Won 1 Oscar. Another 2 wins & 2 nominations.,Alfred E. Green,Doris Lloyd,USA,English,PASSED,90.0,1929,N/A,6.4,713,N/A,N/A,N/A,N/A,N/A,N/A,0,2.5,51,0,1,2,2,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
tt0019823,Disraeli,1929-11-01 00:00:00,Won 1 Oscar. Another 2 wins & 2 nominations.,Alfred E. Green,George Arliss,USA,English,PASSED,90.0,1929,N/A,6.4,713,N/A,N/A,N/A,N/A,N/A,N/A,0,2.5,51,0,1,2,2,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
